,mu,sigma,nu
0,-0.05687955101628169,0.2339061445806031,0.0027082406855368905
1,-0.17247055578688883,0.212614800217747,0.0030835850886258014
2,-0.11955879973384503,0.224504610313002,0.002320959137368508
3,-0.028544931955641093,0.21802066957306002,0.0027715084159368256
4,0.0505421507811619,0.2276499750980776,0.003193141442871788
5,0.2809826372926477,0.22001919715289198,0.0022785354900372807
6,0.046672338497971394,0.20283502971701675,0.0024724531544134763
7,0.10448381160368969,0.20421930945196795,0.0022220318907835664
8,0.2552814709527322,0.20464755466309564,0.0026232336988860324
9,-0.1541505595934081,0.2165519058945631,0.0022612371458225274
10,0.1090175987033473,0.2175351250248282,0.0027202701089537556
11,0.12714069234578976,0.21696660765745013,0.0027576914576622168
12,0.04623654975310819,0.2196369891762979,0.002638783020898757
13,0.09771275433931031,0.21665742534220914,0.0024990792635471095
14,0.137722489951098,0.19220437949006836,0.0016636139350111293
15,-0.044774248107838165,0.2126934599543884,0.002625312136394833
16,0.2501872146298468,0.2001956160980944,0.0020579744863058235
17,-0.4692969313695782,0.22979131491171234,0.0033074439367272723
18,0.05293527418053066,0.22056500903573872,0.0036810448946897564
19,0.029987165271961505,0.19997495984482275,0.0023091778688560096
20,0.27792566293805054,0.21301547592098025,0.0018517995506394565
21,0.13059455637157258,0.22206659939664203,0.0024710504047310146
22,0.17212296068908745,0.2201168797169305,0.003063026747071018
23,-0.04769320155205873,0.2288182421670984,0.002637950741196983
24,-0.030348547738759852,0.20932148599632094,0.002542325123359012
25,0.08694027224359835,0.21908536844808285,0.0022518925916254263
26,0.16300308348820472,0.20265625912987692,0.0020325773902915047
27,0.2491620375805125,0.20757114236210444,0.00162712628172572
28,0.11142007436848937,0.2283240101807084,0.0029503323797442737
29,0.010866007073020609,0.1993587613404252,0.0020628526213448974
30,-0.22487681505841778,0.2219907866890025,0.0025049495790660055
31,-0.11386641867299205,0.24994301814448078,0.0035034514625306053
32,0.28798014397383265,0.2086807493337543,0.0019507176642566274
33,-0.05044356775314138,0.2160743117368156,0.002853940570704723
34,0.3383819378282718,0.22650919394363725,0.002185055048352586
35,0.06460067713304116,0.20430488355073073,0.001989707297380057
36,-0.24535484153977902,0.21356594843441812,0.002861229403878523
37,0.3224034553015429,0.21020782189718867,0.002244967059699169
38,0.16503395681801974,0.2491033317359196,0.004057235400945465
39,0.16490834350957995,0.20616218618267498,0.0026224313495772297
40,0.04377484357885456,0.21204136527058423,0.002345447493044176
41,-0.0707555874175662,0.1952372155273043,0.001983128198621076
42,0.39188755016177945,0.2046486388510302,0.0018291022379521367
43,0.17270455739237706,0.22274390241012557,0.0028626281514135595
44,0.07104715007427218,0.20669521034514007,0.002475107444778769
45,0.340041117386344,0.20282992399122635,0.001129014543677557
46,-0.11791855373810155,0.21389943553389024,0.002496641457135902
47,0.1688389049768781,0.24947317821163806,0.0027098320085242864
