,mu,sigma,nu
0,0.6265568125974785,0.3652516532872815,0.0024655445227758682
1,0.6854165430181378,0.34008057480782217,0.0024477368834073415
2,0.7913260879675051,0.3459997359528034,0.002813306828047034
3,0.6514237723280675,0.3322708682013142,0.0019505665312254089
4,0.24434414282211894,0.3252123712598224,0.0019918308560944713
5,0.6553534142406502,0.3466695699849172,0.0022008490188947924
6,0.41622576004975387,0.35892732848553627,0.0024303934686126776
7,0.8767601747338614,0.3428729482875328,0.0028908515848974246
8,0.8667922134590352,0.32633251748245695,0.002138888437744795
9,0.8029509290430373,0.37810319168779005,0.0029174593467741336
10,0.2702201263132956,0.35410622599057,0.0026060164689808017
11,0.47812776332507695,0.3437010748732207,0.0025650027451274105
12,0.9999959801362373,0.3286026921066072,0.0027569590849515955
13,0.3914582269871103,0.37670681683591034,0.0032592072869655365
14,0.22608927922104463,0.3415280806559034,0.003288366251840528
15,0.837769036459243,0.32745576222958056,0.00235769920084518
16,0.5795033259518044,0.34931820296490523,0.0023596242612750097
17,0.7123741145677754,0.3452420885728183,0.0028090214296685153
18,-0.1096226337496319,0.3507093611063867,0.003047832603966205
19,0.6857383617304181,0.30706462961942776,0.002102317198444338
20,0.7999807040114731,0.32752927092514583,0.0027405921365520466
21,0.37059035394657425,0.32189120729434983,0.0017832365732493973
22,0.8867011950049528,0.37073023924737225,0.0028555083673006865
23,0.8197160072482432,0.3272003884310408,0.00269074766093551
24,0.8577035881318564,0.3417287638514323,0.0030595177301611536
25,0.935427602196649,0.3658176716169115,0.0030237664222691036
26,0.8787547344816645,0.3401255051233945,0.002892968035964614
27,0.9173719405255195,0.3046294078484309,0.002123157086358506
28,0.8661540442147027,0.3649900246327804,0.0026025155944580185
29,0.9999959801362373,0.34072672829169154,0.0026442276293922964
30,0.5740317295185894,0.3497608131335173,0.0027464037142836966
31,0.9080785300681935,0.32963536432523655,0.0027424963688714036
32,0.923738462894558,0.36080845100268183,0.0023970657071722312
33,0.39772860867783627,0.3388137087283093,0.0029749584406390563
34,0.7269621911617314,0.30084781004907807,0.002022958466905545
35,0.4437428160504542,0.35471799183513936,0.0025759160410762094
36,0.8681794170910903,0.34234811061455206,0.0028676454857192524
37,0.737779529007092,0.33751541229092596,0.0024160996062947866
38,0.54089947564589,0.343377704298052,0.002155951766439585
39,0.9999950446506165,0.3396501557685218,0.0025795368215266513
40,0.7714783965436209,0.33401195852652577,0.002489435500372394
41,0.8731807540463009,0.3503932224985661,0.0023099606932106827
42,0.9373054965297324,0.3174573769285912,0.0022964817719371977
43,0.7857056089362897,0.34337075689073343,0.0024211205255913397
44,0.3291634122484696,0.34591580637824704,0.002197929569265367
45,0.7096583530943255,0.3396587357666452,0.002293580099114592
46,0.5210656592034747,0.36071639238592496,0.0021773351261775075
47,0.12861271407801364,0.3324932315626807,0.001535334402687006
48,0.7914175531305084,0.3229544512028604,0.0018741952901026454
49,0.8700902222509019,0.34788620287153654,0.002855696536975913
50,0.5836877237344228,0.32920497483941724,0.0017375933349845542
51,0.7698386457062897,0.32616956804898034,0.0026004099249642026
52,0.9080547879520288,0.3245472974281784,0.002185055048352586
53,0.724405242722242,0.33662624122742885,0.0018754056880822196
54,0.6687529881359713,0.3507696237912867,0.002856409121796886
55,0.9303540531616482,0.3518405644338117,0.0021442877307855193
56,0.7378113814686968,0.3445933887884117,0.0021690208005976414
57,0.9312840060799918,0.354313018149248,0.002970213686821959
58,0.8693302843360119,0.34576851943531284,0.0025511566938124846
59,0.683580309782062,0.33987489114830716,0.0024027874405329573
60,0.5396279481330755,0.3130497975563723,0.002578844092106677
61,0.7405901202750965,0.3434503415015217,0.0025800220369104248
62,0.8131865239946253,0.35005014418833574,0.0027231040430798054
63,0.8719702618883352,0.3532441356841607,0.0027053907206998347
64,0.8573806932723181,0.33956251542286253,0.002345442348316858
65,0.9191851453099243,0.3590592538686301,0.0036295240022198335
66,0.7212280589546601,0.33424593884019427,0.001879156659157436
67,0.24133363649805983,0.38199099697540767,0.0030447423990913203
68,0.7726981891499755,0.3379078722577739,0.002793614498890107
69,0.8920513292224594,0.375535437742238,0.002406124200804944
70,0.6867561451468768,0.37365468745783204,0.002683902331515323
71,0.665872722242291,0.3234301898974383,0.0024878696606309507
72,0.7935941526403777,0.3376288324257478,0.00207062138902936
73,0.8769138135127794,0.3433166133156274,0.0037326631589475454
74,0.6216124264599502,0.3525510786494768,0.0022868635265419794
75,0.28849898868547713,0.33252114647268255,0.0019502737413374114
76,0.7550559339276084,0.3610330978191607,0.0022015479776150873
77,0.35954835957510234,0.3398933341789326,0.0021817216826096487
78,0.5390112250733122,0.3404353426598892,0.0024047693096911175
79,0.9999959801362373,0.349847522471107,0.002118053571480614
80,0.24431917090406463,0.34035476094433,0.0021522012369603076
81,0.9999959801362373,0.3225413821043387,0.00266449583776828
82,0.6361490346451836,0.3493256440647777,0.00279010243118491
83,0.5759690651085259,0.35519224048119713,0.002559155320028073
84,0.23344215032915414,0.3491363408625578,0.0028351344104042913
85,0.8019818489580274,0.3755340768429739,0.002763524978412757
86,0.8247162403848495,0.34026767090027926,0.0028558958010591546
87,0.47266454833303495,0.3281737921589096,0.0023463457750535206
88,0.9131380146478192,0.3219802053056367,0.00258023984556601
89,0.7146196182823141,0.32265774199860914,0.0027055396653778334
90,0.9999959801362373,0.34856470643292803,0.0018670802894367043
91,0.9991401662852495,0.3557255501052654,0.002698000580844166
92,0.9563934041771006,0.33708599453155824,0.002593350934808078
93,0.7350591149166987,0.33928073269392883,0.002480547254783206
94,0.8957795986262029,0.35283303776141767,0.002161923136341059
95,0.6089410212635937,0.3368582206220731,0.0018321528132224153
96,0.9999934515597694,0.3540835037206377,0.0026107265887815897
97,0.9999957512111527,0.346373185394884,0.003337774158721457
98,0.5750605273505417,0.34763286275397093,0.002151110162566752
99,0.724934963043643,0.33992942213093646,0.002352540126204462
100,0.2937466039618375,0.349996301304975,0.0024909966477849456
101,0.7234208113468983,0.3362857995660208,0.0022561866056059047
102,0.9999965403085745,0.36022583506850786,0.00330261384251514
103,0.4054736998015722,0.34345279128016054,0.0014772521891500635
104,0.7829749234842979,0.33633347927820173,0.002459503503078314
105,0.5416848946071134,0.3484624582033568,0.0029824170745764668
106,0.2938545526353577,0.35364880791424425,0.0026708608510394973
107,0.8316309970114231,0.3616900939133958,0.002644353603139832
108,0.7857933078525815,0.36524114800674845,0.0026106943274241106
109,0.37663548172162903,0.33506146749996063,0.002600712727928384
110,0.49206290942248665,0.32538434782306463,0.001879363913215553
111,0.578455901009381,0.32820923975045313,0.0021940557696911284
112,0.9999961004723811,0.3469188913436287,0.002847857318482835
113,0.9908628266937458,0.3420409416726786,0.00254487094617167
114,0.8263802140788069,0.34137429287155074,0.002582133523253099
115,0.8915721201745062,0.37262102748180925,0.002826455659344323
116,0.5651170704478891,0.31869123828741375,0.0021504739466682897
117,0.9999959801362373,0.35814877687972313,0.0029366188135849436
118,0.567740070715822,0.3377059469749831,0.0027086096248339782
119,0.7068390665060569,0.3317451529129287,0.002437009697045713
120,0.9999959801362373,0.35242652963551463,0.0028586636523705166
121,0.502654588175301,0.3403134372491264,0.0028782825010133695
122,0.9999959801362373,0.33472087074431867,0.002567660096181559
123,0.9993226472745473,0.3562374843579363,0.002592124144081589
124,0.9276378544676738,0.38186614740757424,0.003801912685953431
125,0.9152577415593286,0.3367266895635735,0.0019518668680661734
126,0.7129930326592,0.3470316080818569,0.002867259998728145
127,0.9999959801362373,0.3401587782593688,0.0024684093920483248
128,0.9578191425778808,0.3351319414739938,0.0019262752115816713
129,0.685821350571371,0.36841879760199536,0.0025566867521999563
130,0.7767448714077206,0.3630187335498256,0.002224479114463101
131,0.9999959801362373,0.3276622599559336,0.0022193842636148934
132,0.9999935802207686,0.36019321493977074,0.0030628158644204874
133,0.5315871101761416,0.355631565036134,0.002334280933691752
134,0.6397256829521403,0.3611797586154264,0.002384499623857046
135,0.9999959801362373,0.35676872514528646,0.0022798569995713083
136,0.6578492933774157,0.35751490860001944,0.00253249083077669
137,0.8677481748172913,0.34108633583445763,0.003134294887490812
138,0.47849553201896405,0.34111229888606437,0.0025105774062671436
139,0.9402906645085437,0.33575821972754266,0.0022452853114922995
140,0.4853363684054603,0.3658190544915898,0.0024043460854273244
141,0.8940018924628309,0.3373668348439433,0.0021716202753764313
142,0.8606019531594248,0.3016430816640336,0.0018854798688966784
143,0.5157704995614472,0.37063498720742344,0.0020402585669915744
144,0.8664006417847576,0.337139023196895,0.0026043615049138433
145,0.9999959801362373,0.3694542863296912,0.0034745362638644037
146,0.9064526785073,0.3216610979380558,0.0028268471781037704
147,0.5086304466419127,0.35743980801253694,0.002571621681473921
148,0.565259093474435,0.34753250294149074,0.0026141606543078184
149,0.7132548356891806,0.3477809026591659,0.002714200347706333
150,0.40935813905502205,0.33786155570871645,0.0024106932333591287
151,0.6595504578969841,0.3232304510504671,0.0025121870158395935
152,0.5924172699205477,0.332767727141783,0.0020928931913930917
153,0.817654785552231,0.3389015251205167,0.00217341845438165
154,0.8527913755495595,0.3241089619592947,0.0023079296126184545
155,0.5707653442000421,0.34030139923962516,0.0026777797448840224
156,0.8146320820422107,0.3543531233308071,0.002882008439021532
157,0.5504151096926281,0.3461059446364483,0.002893352261358217
158,0.8378991120757776,0.3336147676746704,0.0018200832499227805
159,0.4792516124710621,0.32165784851178536,0.0021739357179480076
160,0.9573757933710917,0.31102045088899294,0.002245911883435038
161,0.7900093257731687,0.34377857302283166,0.002185055048352586
162,0.6155417117652071,0.3334103338222808,0.0023528231482205417
163,0.5794225973610634,0.3543718754149354,0.002596666337179837
164,0.7164251740740533,0.3423632888290655,0.002550836004161208
165,0.9999959801362373,0.35072174829818237,0.0020263658260696385
166,0.5207070582923243,0.3420234827043271,0.0024379769429904337
167,0.7821944570340768,0.31664620701034796,0.002217195564322283
168,0.7017987391047733,0.3384577248973733,0.002307714254638576
169,0.48135828260942876,0.3154231730069568,0.002081196704402291
170,0.64704480105092,0.3400202204197079,0.001984333825987219
171,0.9999956428501907,0.3508864848163228,0.0030254871817729455
172,0.8216889981686949,0.33863952446328116,0.0026518966051003513
173,0.6886828387130977,0.320694132417418,0.0018212697390162784
174,0.6801274924248513,0.36964576311235664,0.0029607575620344533
175,0.9212541748343627,0.3248107266755734,0.0025539700715376153
176,0.9999952920018883,0.340893845178852,0.002845469298748746
177,0.6993206482260532,0.34307533708744037,0.002115001852842107
178,0.7472941742168662,0.3283941194239753,0.002567010016169889
179,0.6679176446696752,0.348380310323216,0.0027069905578980384
180,0.9323264819910763,0.3572421021269934,0.0030992156614873785
181,0.8320166400471682,0.36108135818174875,0.0030712928963097844
182,0.48450093782783243,0.3450472150755306,0.0018796843691364891
183,0.9023099801923719,0.3214601329980818,0.0018675256497843755
184,0.7940822106197319,0.3207302689017766,0.0022857827761432878
185,0.261297500463876,0.3521050214912659,0.002867316406070993
186,0.3707486471054243,0.37897552729048356,0.0026287758184531406
187,0.36420535162208617,0.34214806544283666,0.002353209007297889
188,0.29655974165191296,0.3401267465852641,0.0023783036840647957
189,0.40293396312912305,0.3538452726655562,0.0028000541118143978
190,0.8106385166064631,0.324371502087932,0.0022777219456825474
191,0.4656547704716086,0.34691849276144177,0.0025182288418551363
192,0.7106900552548819,0.34032954938388316,0.002907959962612634
193,0.6487665954763507,0.35380759911728255,0.002036238211312318
194,0.4726330727510224,0.3458625902194468,0.002218950168421062
195,0.9999959801362373,0.3195906590771339,0.0023324497716833413
196,0.9999959801362373,0.3419007736533961,0.0021089618571843542
197,0.3984000084017009,0.3407943243736627,0.002526675357672871
198,0.4275222020633504,0.3276448004367059,0.0022309497855483636
199,0.9322914533484783,0.3592612873745753,0.002132807999669614
200,0.9999959801362373,0.33046674969004197,0.0024043264561639964
201,0.8252921029674477,0.33549724625386307,0.0017612251404768501
202,0.961332719326945,0.32209919296630646,0.0021473752591756046
203,0.5941756868394368,0.3212963919551222,0.0017972064014866618
204,0.8440595999036943,0.3295666175373086,0.002087922387950736
205,0.9999945616070613,0.352117469738091,0.0025895515725201474
206,0.25508020181457025,0.3339645434349597,0.0023886187386459486
207,0.8250212727664602,0.3404899298136812,0.002292160383688372
208,0.8358769046497232,0.34271905586856144,0.002699747242084016
209,0.9157428326382632,0.3493438058674089,0.0028280905275167136
210,0.2958825327455165,0.35580982319859616,0.0018353157259544004
211,0.9999959801362373,0.3495156736396279,0.0026418884467212193
212,0.5516837809132352,0.33715373069402776,0.0023809237197926236
213,0.79402003565139,0.3469571835064047,0.0023483166227777105
214,0.5129318494899069,0.3519680126790474,0.002263375787873725
215,0.854352313778574,0.33178480639070645,0.0026403597735248914
216,0.7137139426991798,0.32034087314673265,0.0018167683047052468
217,0.5987764166853476,0.32850689337374384,0.0017948919646006362
218,0.9999939838318983,0.3601858458395734,0.003351468856687979
219,0.9999934010580831,0.3355158348510161,0.0026599726192266106
220,0.8731243639676178,0.3565089146516872,0.0026317611525596345
221,0.660541018525918,0.33202470505789344,0.0023325308688781888
222,0.7072027911715807,0.32273567277268733,0.0021332365997163033
223,0.6777249384662589,0.3502902659052453,0.0022973857616161797
224,0.7186401436632663,0.3124717036406552,0.0022567193166055733
225,0.7248378625837243,0.3276476805886909,0.0020858778578583463
226,0.7080175511075384,0.3323268442779936,0.002185055048352586
227,0.9999959801362373,0.331614186329458,0.002369912213401784
228,0.6440303890533582,0.3242698111050209,0.001840305080654492
229,0.33287495317183474,0.32506954321323867,0.0021191065587852333
230,0.5557124647042551,0.2949492921153407,0.0017339453989267549
231,0.1691649484077232,0.3057858092808066,0.0024400759219193988
232,0.26021736009066493,0.33263174663222006,0.001884817818876882
233,0.9999959801362373,0.34535612823263157,0.0031843207748576095
234,0.8258274595634628,0.35835597097437133,0.0024636374507195245
235,0.9999959801362373,0.3440821379462266,0.0027593247909338536
236,0.7736941071929371,0.3546940451128061,0.0025170339950984287
237,0.8124657971565462,0.3488215822671606,0.0023791341080537554
238,0.9082708275464042,0.3272622825237274,0.002935712957617439
239,0.732042679555583,0.33233426004499306,0.002193785935575656
240,0.826087407201307,0.34611726434671036,0.0025719707602327164
241,0.6036134329337103,0.36504396680488976,0.002530549802100959
242,0.8576080457549183,0.34251935026272656,0.0026570176414116176
243,0.6078441421719588,0.3392104539132037,0.002388440389463303
244,0.9999947701420233,0.3654487185076669,0.0028831235903128576
245,0.6248480408639835,0.3457541710827564,0.002247980371113416
246,0.8260620879830469,0.3460288041724721,0.0024569106803060217
247,0.7937972039066696,0.33132897915006987,0.002519916131158245
248,0.9184381330821966,0.3177817215062728,0.0017563504849699015
249,0.9241489216527764,0.33357002220601584,0.0029303868961867447
