,call,put,strike,Share,symbol,trade_date,ex_date,libor_rate,Implied Volatility,t,new_libor,d,vg_im_sigma,vg_im_nu,vg_im_call
0,40.2,6.0,140.0,172.0,AAPL,06/01/2022,18/11/2022,0.030871,32.417,1.253968254,0.049827652,6.27984250180242,0.351476164479616,0.00140723063229,38.8433651023461
1,40.71,7.9,140.0,172.0,AAPL,06/01/2022,20/01/2023,0.032963,31.921,1.503968254,0.048689077,9.0754005341918,0.351476164479616,0.00140723063229,38.6935057633153
2,39.5,6.7,140.0,172.1699982,AAPL,07/01/2022,18/11/2022,0.030871,32.703,1.25,0.049845725,7.826804569170378,0.3574997419890421,0.001401306602845,37.9522132723147
3,41.5,8.0,140.0,172.1699982,AAPL,07/01/2022,20/01/2023,0.032963,32.646,1.5,0.04870715,8.53378475789546,0.3574997419890421,0.001401306602845,39.5588125924037
4,36.5,7.2,140.0,172.1900024,AAPL,10/01/2022,18/11/2022,0.030871,32.677,1.238095238,0.049899943,11.277562728306066,0.3491308260699035,0.0013437374762433,35.3171364745472
5,39.91,8.22,140.0,172.1900024,AAPL,10/01/2022,20/01/2023,0.032963,32.087,1.488095238,0.048761368,10.298813236869307,0.3491308260699035,0.0013437374762433,38.11596709955
6,41.29,6.0,140.0,175.0800018,AAPL,11/01/2022,18/11/2022,0.030871,32.052,1.234126984,0.049918015,8.154434144890757,0.3557309440792774,0.0014358387744349,39.6303197996394
7,42.33,7.05,140.0,175.0800018,AAPL,11/01/2022,20/01/2023,0.032963,31.426,1.484126984,0.04877944,9.577109369134917,0.3557309440792774,0.0014358387744349,39.8315311867893
8,42.15,5.8,140.0,175.5299988,AAPL,12/01/2022,18/11/2022,0.030871,32.034,1.23015873,0.049936088,7.521280375582847,0.3586300429607185,0.0014252862631041,40.3713180800112
9,42.95,6.95,140.0,175.5299988,AAPL,12/01/2022,20/01/2023,0.032963,31.622,1.48015873,0.048797513,9.285380995661969,0.3586300429607185,0.0014252862631041,40.3951105164894
10,40.0,6.5,140.0,172.1900024,AAPL,13/01/2022,18/11/2022,0.030871,32.588,1.226190476,0.049954161,7.008110246755706,0.3512211451850381,0.0014846457175684,38.8051303969286
11,40.71,7.4,140.0,172.1900024,AAPL,13/01/2022,20/01/2023,0.032963,32.091,1.476190476,0.048815586,8.613636912745534,0.3512211451850381,0.0014846457175684,38.9121041396272
12,37.5,7.0,140.0,169.8000031,AAPL,18/01/2022,18/11/2022,0.029439,33.291,1.206349206,0.050044524,7.501897217291173,0.3543635990074294,0.0013649854703493,36.4120368915646
13,39.35,8.5,140.0,169.8000031,AAPL,18/01/2022,20/01/2023,0.032963,33.56,1.456349206,0.048905949,8.574563827614554,0.3543635990074294,0.0013649854703493,38.1874562302152
14,31.85,10.85,140.0,161.6199951,AAPL,24/01/2022,18/11/2022,0.029439,35.069,1.182539683,0.05015296,8.681672918239457,0.3494658985539289,0.0017345843278919,31.9130509079725
15,33.4,11.2,140.0,161.6199951,AAPL,24/01/2022,20/01/2023,0.031609,34.613,1.432539683,0.049014385,8.91292907805311,0.3494658985539289,0.0017345843278919,33.206927885876
16,30.55,11.3,140.0,159.7799988,AAPL,25/01/2022,18/11/2022,0.029439,35.32,1.178571429,0.050171032,8.568226384475025,0.3595706499234304,0.0015307403295637,30.2142206544269
17,33.67,11.76,140.0,159.7799988,AAPL,25/01/2022,20/01/2023,0.031609,34.67,1.428571429,0.049032457,7.340916416835341,0.3595706499234304,0.0015307403295637,32.9028150314066
18,32.0,9.45,140.0,159.6900024,AAPL,26/01/2022,18/11/2022,0.029439,35.576,1.174603175,0.050189105,5.154756807328283,0.3460478798109405,0.0015161854297219,32.500176588248
19,31.27,11.95,140.0,159.6900024,AAPL,26/01/2022,20/01/2023,0.031609,35.047,1.424603175,0.04905053,9.818881402711868,0.3460478798109405,0.0015161854297219,31.5344742075026
20,32.38,10.4,140.0,159.2200012,AAPL,27/01/2022,18/11/2022,0.029439,35.283,1.170634921,0.050207177,5.231259165399592,0.3565798196627937,0.0015908530436964,32.1875427937489
21,32.4,12.15,140.0,159.2200012,AAPL,27/01/2022,20/01/2023,0.031609,34.624,1.420634921,0.049068602,8.396818953117787,0.3565798196627937,0.0015908530436964,31.7900359106182
22,37.25,8.15,140.0,170.3300018,AAPL,28/01/2022,18/11/2022,0.029439,35.383,1.166666667,0.05022525,9.197740357398146,0.3700424418903336,0.0013787802817103,36.4340951415789
23,40.05,9.0,140.0,170.3300018,AAPL,28/01/2022,20/01/2023,0.031609,34.843,1.416666667,0.049086675,8.684736029410544,0.3700424418903336,0.0013787802817103,38.7465228433619
24,40.27,6.85,140.0,174.7799988,AAPL,31/01/2022,18/11/2022,0.029439,35.072,1.154761905,0.050279468,9.25704014549828,0.3755645053333379,0.0013176932150476,39.0590656178293
25,42.95,7.85,140.0,174.7799988,AAPL,31/01/2022,20/01/2023,0.031609,34.482,1.404761905,0.049140893,9.018347412760278,0.3755645053333379,0.0013176932150476,41.0875499498018
26,41.33,6.25,140.0,175.8399963,AAPL,02/02/2022,18/11/2022,0.029439,34.062,1.146825397,0.050315613,8.609790316975989,0.3712995967310932,0.0013388011257462,39.910939362929
27,42.95,7.27,140.0,175.8399963,AAPL,02/02/2022,20/01/2023,0.031609,33.36,1.396825397,0.049177038,9.453975289177803,0.3712995967310932,0.0013388011257462,40.7163252047119
28,41.55,6.8,140.0,172.8999939,AAPL,03/02/2022,18/11/2022,0.029439,34.181,1.142857143,0.050333686,5.976129554726441,0.3715377513515188,0.001419029196337,40.2194989877525
29,41.9,7.76,140.0,172.8999939,AAPL,03/02/2022,20/01/2023,0.031609,33.804,1.392857143,0.049195111,8.031754392646604,0.3715377513515188,0.001419029196337,39.9722007343606
30,40.55,6.4,140.0,172.3899994,AAPL,04/02/2022,18/11/2022,0.029439,34.221,1.138888889,0.050351758,6.042453344496437,0.3697385509169892,0.0013341170048109,39.2683797284055
31,42.12,7.5,140.0,172.3899994,AAPL,04/02/2022,20/01/2023,0.031609,33.843,1.388888889,0.049213183,7.019518683241586,0.3697385509169892,0.0013341170048109,40.2632888239483
32,40.59,6.4,140.0,171.6600037,AAPL,07/02/2022,18/11/2022,0.029439,34.309,1.126984127,0.050405976,5.201273523812517,0.3688514451649649,0.0013459331385241,39.4144930435641
33,40.75,8.02,140.0,171.6600037,AAPL,07/02/2022,20/01/2023,0.031609,33.622,1.376984127,0.049267401,8.112664431296366,0.3688514451649649,0.0013459331385241,38.8307130810636
34,42.15,5.65,140.0,176.2799988,AAPL,09/02/2022,18/11/2022,0.029439,33.482,1.119047619,0.050442121,7.463696307473612,0.3744905087755716,0.0012754717893173,40.3653845682404
35,44.0,6.76,140.0,176.2799988,AAPL,09/02/2022,20/01/2023,0.031609,32.918,1.369047619,0.049303546,8.177974261298175,0.3744905087755716,0.0012754717893173,41.3134108718199
36,41.25,6.15,140.0,172.1199951,AAPL,10/02/2022,18/11/2022,0.029439,33.644,1.115079365,0.050460194,4.679871634385705,0.3657665164671238,0.0013662130114703,39.9774838419472
37,41.24,7.3,140.0,172.1199951,AAPL,10/02/2022,20/01/2023,0.031609,32.848,1.365079365,0.049321619,7.295594132403011,0.3657665164671238,0.0013662130114703,39.1066388761883
38,39.31,6.55,140.0,168.6399994,AAPL,11/02/2022,18/11/2022,0.029439,34.642,1.111111111,0.050478267,3.5160316869714165,0.3617757304108974,0.0013647604330829,38.6143300472893
39,38.45,8.46,140.0,168.6399994,AAPL,11/02/2022,20/01/2023,0.031609,33.923,1.361111111,0.049339692,7.743199400492529,0.3617757304108974,0.0013647604330829,37.1366747828365
40,39.51,6.4,140.0,172.7899933,AAPL,15/02/2022,18/11/2022,0.028005,33.807,1.095238095,0.050550557,7.220415343035,0.3646391180034082,0.0013309560866337,38.3259357868563
41,40.95,7.15,140.0,172.7899933,AAPL,15/02/2022,20/01/2023,0.031609,33.32,1.345238095,0.049411982,7.993370584193627,0.3646391180034082,0.0013309560866337,39.1493412256938
42,30.22,9.1,140.0,160.0700073,AAPL,23/02/2022,18/11/2022,0.028005,34.666,1.063492063,0.050695138,6.298088486645355,0.3435217165800389,0.0014028453431219,30.3734724522082
43,32.06,10.0,140.0,160.0700073,AAPL,23/02/2022,20/01/2023,0.030872,33.989,1.313492063,0.049556563,6.832651262182679,0.3435217165800389,0.0014028453431219,31.8524912254315
44,28.8,9.35,140.0,162.7400055,AAPL,24/02/2022,18/11/2022,0.028005,34.737,1.05952381,0.050713211,10.613938873718467,0.3448115935980212,0.0012621038140747,28.9289748542186
45,33.0,9.8,140.0,162.7400055,AAPL,24/02/2022,20/01/2023,0.030872,33.839,1.30952381,0.049574636,8.33995565904803,0.3448115935980212,0.0012621038140747,32.6220534648996
46,34.6,7.84,140.0,166.2299957,AAPL,03/03/2022,18/11/2022,0.028005,35.469,1.031746032,0.050839719,6.624237259483607,0.3664569292111289,0.0012581607794148,34.0457037675957
47,36.85,9.0,140.0,166.2299957,AAPL,03/03/2022,20/01/2023,0.030872,34.619,1.281746032,0.049701144,7.020451150953733,0.3664569292111289,0.0012581607794148,35.683579807889
48,32.6,8.95,140.0,163.1699982,AAPL,04/03/2022,18/11/2022,0.028005,35.944,1.027777778,0.050857792,6.649904187752838,0.364942066569469,0.0013195605418763,32.337176170908
49,34.2,10.3,140.0,163.1699982,AAPL,04/03/2022,20/01/2023,0.030872,34.949,1.277777778,0.049719217,7.887577563892762,0.364942066569469,0.0013195605418763,33.3200966241556
50,30.5,10.1,140.0,159.3000031,AAPL,07/03/2022,18/11/2022,0.028005,37.171,1.015873016,0.05091201,5.95676107308887,0.3663453336389841,0.0013455328427686,30.7606739646597
51,32.35,11.4,140.0,159.3000031,AAPL,07/03/2022,20/01/2023,0.030872,35.969,1.265873016,0.049773435,6.898817001149638,0.3663453336389841,0.0013455328427686,31.9731923669628
52,31.0,10.0,140.0,157.4400024,AAPL,08/03/2022,18/11/2022,0.028005,36.083,1.011904762,0.050930082,3.472330519989129,0.351338189989911,0.0015503565043102,31.4490698516989
53,30.4,11.35,140.0,157.4400024,AAPL,08/03/2022,20/01/2023,0.030872,34.953,1.261904762,0.049791507,6.915848656697676,0.351338189989911,0.0015503565043102,30.3006980474061
54,29.75,8.45,140.0,162.9499969,AAPL,09/03/2022,18/11/2022,0.028005,35.099,1.007936508,0.050948155,8.657871736800558,0.3496379020463973,0.0011516866573555,29.8165683487156
55,33.75,9.51,140.0,162.9499969,AAPL,09/03/2022,20/01/2023,0.030872,34.352,1.257936508,0.04980958,7.212852804221427,0.3496379020463973,0.0011516866573555,33.3901549509457
56,23.5,11.7,140.0,150.6199951,AAPL,14/03/2022,18/11/2022,0.025954,36.088,0.988095238,0.050830695,5.677911607390001,0.3396510980976577,0.0013440813213694,24.5501235365434
57,25.25,13.4,140.0,150.6199951,AAPL,14/03/2022,20/01/2023,0.030872,35.259,1.238095238,0.049899943,7.157555428306097,0.3396510980976577,0.0013440813213694,25.9758560825839
58,24.77,10.18,140.0,155.0899963,AAPL,15/03/2022,18/11/2022,0.025954,35.198,0.984126984,0.050779494,7.324343803896596,0.3354896908369806,0.001198565349154,25.5843189181707
59,27.89,11.5,140.0,155.0899963,AAPL,15/03/2022,20/01/2023,0.030872,34.506,1.234126984,0.049918015,7.064428644890768,0.3354896908369806,0.001198565349154,28.4389107965741
60,28.05,8.61,140.0,159.5899963,AAPL,16/03/2022,18/11/2022,0.025954,33.876,0.98015873,0.050728292,6.94082033662346,0.3375980065812185,0.0012493689842014,28.1051827658712
61,30.05,9.92,140.0,159.5899963,AAPL,16/03/2022,20/01/2023,0.030872,33.376,1.23015873,0.049936088,7.801277875582826,0.3375980065812185,0.0012493689842014,29.8336447753671
62,32.52,7.02,140.0,165.3800049,AAPL,21/03/2022,18/11/2022,0.025954,34.035,0.96031746,0.050472284,6.503898227535302,0.3514386156509781,0.0011776635600092,32.0222440421147
63,34.5,8.25,140.0,165.3800049,AAPL,21/03/2022,20/01/2023,0.029439,33.454,1.21031746,0.050026451,7.355187703305688,0.3514386156509781,0.0011776635600092,33.5517890925098
64,35.36,5.75,140.0,168.8200073,AAPL,22/03/2022,18/11/2022,0.025954,33.288,0.956349206,0.050421083,5.800652105542156,0.3554118511109102,0.0011269148093605,34.3938681134936
65,37.4,6.95,140.0,168.8200073,AAPL,22/03/2022,20/01/2023,0.029439,32.577,1.206349206,0.050044524,6.571901417291144,0.3554118511109102,0.0011269148093605,35.7291966666405
66,38.2,5.6,140.0,170.2100067,AAPL,23/03/2022,18/11/2022,0.025954,34.68,0.952380952,0.050369881,4.167448793486102,0.370128680994505,0.0011334923112608,37.2328511297894
67,39.55,6.9,140.0,170.2100067,AAPL,23/03/2022,20/01/2023,0.029439,33.894,1.202380952,0.050062596,5.738588948943374,0.370128680994505,0.0011334923112608,37.8053812411539
68,39.35,5.3,140.0,174.0700073,AAPL,24/03/2022,18/11/2022,0.025954,34.633,0.948412698,0.050318679,6.54429265787175,0.3767186808464712,0.0011029041656221,38.099961812818
69,41.5,6.4,140.0,174.0700073,AAPL,24/03/2022,20/01/2023,0.029439,33.732,1.198412698,0.050080669,7.125254804996047,0.3767186808464712,0.0011029041656221,39.2837455423239
70,42.7,4.2,140.0,175.6000061,AAPL,29/03/2022,18/11/2022,0.025954,34.167,0.928571429,0.050062671,3.4591990227877147,0.3893579591849792,0.0010363849782491,40.863319704457
71,45.56,5.17,140.0,175.6000061,AAPL,29/03/2022,20/01/2023,0.029439,33.35,1.178571429,0.050171032,3.248233684475025,0.3893579591849792,0.0010363849782491,42.3938156984691
72,39.11,5.05,140.0,174.6100006,AAPL,01/04/2022,18/11/2022,0.025954,34.151,0.916666667,0.049909067,6.810692317071613,0.3722980411350861,0.0010905756792427,37.9136850380341
73,40.55,6.09,140.0,174.6100006,AAPL,01/04/2022,20/01/2023,0.029439,33.362,1.166666667,0.05022525,8.117739157398148,0.3722980411350861,0.0010905756792427,38.428957408052
74,41.92,4.3,140.0,178.4400024,AAPL,04/04/2022,18/11/2022,0.025954,34.472,0.904761905,0.049755462,6.982609665140188,0.390070269694017,0.001013400322031,40.176620148635
75,45.0,5.25,140.0,178.4400024,AAPL,04/04/2022,20/01/2023,0.029439,33.549,1.154761905,0.050279468,6.587043745498306,0.390070269694017,0.001013400322031,41.9258619770013
76,37.58,5.5,140.0,175.0599976,AAPL,06/04/2022,18/11/2022,0.025954,35.664,0.896825397,0.049653059,9.077447374931154,0.3799213618234082,0.0010305888425082,36.6097026906135
77,40.75,6.6,140.0,175.0599976,AAPL,06/04/2022,20/01/2023,0.029439,34.607,1.146825397,0.050315613,8.759791616976003,0.3799213618234082,0.0010305888425082,38.8492192631813
78,38.7,5.5,140.0,171.8300018,AAPL,07/04/2022,18/11/2022,0.025954,35.4,0.892857143,0.049601857,4.694942514529657,0.383148350129136,0.0010581525739338,37.5370421036836
79,40.85,6.6,140.0,171.8300018,AAPL,07/04/2022,20/01/2023,0.029439,34.437,1.142857143,0.050333686,5.406137454726434,0.383148350129136,0.0010581525739338,38.7177611104252
80,37.43,5.55,140.0,172.1399994,AAPL,08/04/2022,18/11/2022,0.025954,34.714,0.888888889,0.049550656,6.292477720346454,0.3705122290987421,0.0010897073231583,36.5165616572672
81,38.5,6.7,140.0,172.1399994,AAPL,08/04/2022,20/01/2023,0.029439,33.887,1.138888889,0.050351758,8.142453344496403,0.3705122290987421,0.0010897073231583,36.7906951860762
82,34.5,6.05,140.0,165.75,AAPL,12/04/2022,18/11/2022,0.023001,34.958,0.873015873,0.049345849,3.203094606351385,0.361479301345168,0.0010863899816264,34.0170653750389
83,35.8,7.29,140.0,165.75,AAPL,12/04/2022,20/01/2023,0.029439,34.076,1.123015873,0.050424049,4.947495365824096,0.361479301345168,0.0010863899816264,34.6828804310776
84,36.45,5.46,140.0,167.6600037,AAPL,13/04/2022,18/11/2022,0.023001,34.51,0.869047619,0.049294648,2.54086920839282,0.3691117509027469,0.0010501643997966,35.5067316021579
85,38.35,6.48,140.0,167.6600037,AAPL,13/04/2022,20/01/2023,0.029439,33.74,1.119047619,0.050442121,3.473701207473624,0.3691117509027469,0.0010501643997966,36.6349932573893
86,33.8,6.08,140.0,170.3999939,AAPL,14/04/2022,18/11/2022,0.023001,34.475,0.865079365,0.049243446,8.518676965793986,0.3550875020430719,0.0011017784436179,33.3863273750183
87,34.23,7.53,140.0,170.3999939,AAPL,14/04/2022,20/01/2023,0.029439,33.887,1.115079365,0.050460194,11.359870434385698,0.3550875020430719,0.0011017784436179,33.3635436703316
88,31.47,6.46,140.0,165.0700073,AAPL,18/04/2022,18/11/2022,0.023001,34.35,0.849206349,0.04903864,5.770429294664268,0.353816111027071,0.001049341442635,31.039027314798
89,33.95,7.51,140.0,165.0700073,AAPL,18/04/2022,20/01/2023,0.028005,33.617,1.099206349,0.050532485,6.194366942793295,0.353816111027071,0.001049341442635,32.9987750201526
90,33.46,5.48,140.0,165.0700073,AAPL,19/04/2022,18/11/2022,0.023001,33.667,0.845238095,0.048987438,2.7684812729504813,0.3507716838330976,0.0010439976063054,32.9067236355095
91,34.8,6.67,140.0,165.0700073,AAPL,19/04/2022,20/01/2023,0.028005,32.889,1.095238095,0.050550557,4.480429343034956,0.3507716838330976,0.0010439976063054,33.6315891618247
92,33.7,5.55,140.0,167.3999939,AAPL,20/04/2022,18/11/2022,0.023001,34.476,0.841269841,0.048936237,4.896566960256081,0.3536917877132977,0.0010434145752154,33.3489145960057
93,34.9,6.8,140.0,167.3999939,AAPL,20/04/2022,20/01/2023,0.028005,33.552,1.091269841,0.05056863,6.816455159232987,0.3536917877132977,0.0010434145752154,33.9306323877301
94,36.25,6.15,140.0,167.2299957,AAPL,21/04/2022,18/11/2022,0.023001,35.026,0.837301587,0.048885035,2.7447147671109637,0.3623007464855557,0.0011393657969465,35.8103294169151
95,35.0,7.3,140.0,167.2299957,AAPL,21/04/2022,20/01/2023,0.028005,33.986,1.087301587,0.050586702,7.022472690643099,0.3623007464855557,0.0011393657969465,33.85391162092
96,29.4,7.48,140.0,162.8800049,AAPL,25/04/2022,18/11/2022,0.023001,36.708,0.821428571,0.048680229,6.447779286472979,0.3603464555319501,0.0010206900307895,29.6901757869975
97,32.68,8.55,140.0,162.8800049,AAPL,25/04/2022,20/01/2023,0.028005,35.652,1.071428571,0.050658993,6.146311623077992,0.3603464555319501,0.0010206900307895,32.4742051800584
98,26.5,8.5,140.0,156.8000031,AAPL,27/04/2022,18/11/2022,0.023001,37.195,0.813492063,0.048577825,4.224588192930014,0.3559438715356621,0.0009974545372658,27.2109107331652
99,29.31,10.45,140.0,156.8000031,AAPL,27/04/2022,20/01/2023,0.028005,35.901,1.063492063,0.050695138,5.288084286645358,0.3559438715356621,0.0009974545372658,29.4759801733301
100,28.7,7.0,140.0,156.5700073,AAPL,28/04/2022,18/11/2022,0.023001,36.733,0.80952381,0.048526624,0.2630687803218166,0.3557653736986956,0.0009320980418706,29.2064761035726
101,33.35,8.1,140.0,156.5700073,AAPL,28/04/2022,20/01/2023,0.028005,35.299,1.05952381,0.050713211,-1.3560593262815246,0.3557653736986956,0.0009320980418706,33.1969904117526
102,29.0,9.0,140.0,163.6399994,AAPL,29/04/2022,18/11/2022,0.023001,37.506,0.805555556,0.048475422,9.001584479760226,0.3597284407625102,0.0012312694341555,29.6487238852098
103,29.3,10.15,140.0,163.6399994,AAPL,29/04/2022,20/01/2023,0.028005,36.263,1.055555556,0.050731283,11.789761384092373,0.3597284407625102,0.0012312694341555,29.4476675660121
104,24.95,8.58,140.0,157.9600067,AAPL,02/05/2022,18/11/2022,0.023001,36.681,0.793650794,0.048321817,6.85744701963975,0.3451439907052258,0.0010266943946774,25.8980108380245
105,28.25,9.65,140.0,157.9600067,AAPL,02/05/2022,20/01/2023,0.028005,35.47,1.043650794,0.050785501,6.587114106862629,0.3451439907052258,0.0010266943946774,28.7552714914001
106,27.95,7.5,140.0,157.9600067,AAPL,03/05/2022,18/11/2022,0.023001,35.912,0.78968254,0.048270616,2.74616040325634,0.3532352370870103,0.001011409249508,28.1981914249571
107,29.95,9.2,140.0,157.9600067,AAPL,03/05/2022,20/01/2023,0.028005,34.858,1.03968254,0.050803574,4.412849026551044,0.3532352370870103,0.001011409249508,29.7041292973516
108,31.65,6.47,140.0,159.4799957,AAPL,04/05/2022,18/11/2022,0.023001,35.751,0.785714286,0.048219414,-0.4950898092309614,0.3676313916558759,0.0009737786334484,31.2426297390961
109,34.72,7.45,140.0,159.4799957,AAPL,04/05/2022,20/01/2023,0.028005,34.919,1.035714286,0.050821646,-0.6114506773647008,0.3676313916558759,0.0009737786334484,33.7461399266172
110,26.15,9.2,140.0,166.0200043,AAPL,05/05/2022,18/11/2022,0.023001,37.975,0.781746032,0.048168213,14.24372723091372,0.356882305587583,0.0011224134065944,27.1335025710357
111,28.0,10.39,140.0,166.0200043,AAPL,05/05/2022,20/01/2023,0.028005,36.776,1.031746032,0.050839719,15.564245859483634,0.356882305587583,0.0011224134065944,28.5588287958221
112,27.95,8.92,140.0,156.7700043,AAPL,06/05/2022,18/11/2022,0.023001,37.445,0.777777778,0.048117011,2.8825831487355345,0.3586487281436102,0.0011787053245599,28.6119448053307
113,28.72,10.03,140.0,156.7700043,AAPL,06/05/2022,20/01/2023,0.028005,36.484,1.027777778,0.050857792,5.209910287752848,0.3586487281436102,0.0011787053245599,29.0326573262942
114,23.3,10.5,140.0,152.0599976,AAPL,09/05/2022,18/11/2022,0.023001,38.306,0.765873016,0.047963406,4.309430169894625,0.3560121229800773,0.0011309129265788,24.4828774915171
115,25.7,11.65,140.0,152.0599976,AAPL,09/05/2022,20/01/2023,0.028005,37.027,1.015873016,0.05091201,5.066755573088898,0.3560121229800773,0.0011309129265788,26.4278846959785
116,24.2,8.88,140.0,152.0599976,AAPL,10/05/2022,18/11/2022,0.023001,37.639,0.761904762,0.047912205,1.7584768869624838,0.3502237337143097,0.0009816467854774,25.3323601761703
117,26.85,10.75,140.0,152.0599976,AAPL,10/05/2022,20/01/2023,0.028005,36.335,1.011904762,0.050930082,2.9923257199891395,0.3502237337143097,0.0009816467854774,27.5383174146922
118,19.6,12.34,140.0,154.5099945,AAPL,11/05/2022,18/11/2022,0.023001,38.204,0.757936508,0.047861003,12.237568165295729,0.3466970692035013,0.0012286371297943,21.1724174835697
119,21.78,13.55,140.0,154.5099945,AAPL,11/05/2022,20/01/2023,0.028005,36.835,1.007936508,0.050948155,13.287869336800584,0.3466970692035013,0.0012286371297943,22.8714313586226
120,17.28,13.95,140.0,146.5,AAPL,12/05/2022,18/11/2022,0.023001,38.2,0.753968254,0.047809802,8.126715946124762,0.332782377259824,0.0015950650073248,19.5423420561293
121,18.8,15.09,140.0,146.5,AAPL,12/05/2022,20/01/2023,0.028005,36.763,1.003968254,0.050966227,9.773397843575935,0.332782377259824,0.0015950650073248,20.5526637024726
122,19.15,11.17,140.0,142.5599976,AAPL,13/05/2022,18/11/2022,0.023001,36.248,0.75,0.0477586,-0.4940964386927646,0.3329163656751869,0.0011260991899587,20.4491676101241
123,21.25,12.71,140.0,142.5599976,AAPL,13/05/2022,20/01/2023,0.028005,34.966,1.0,0.0509843,0.9788949965459324,0.3329163656751869,0.0011260991899587,22.0983165252365
124,17.88,11.14,140.0,145.5399933,AAPL,16/05/2022,18/11/2022,0.023001,35.884,0.738095238,0.047604995,3.633756786044216,0.3266015901462688,0.0009854728760025,19.2354469205332
125,18.5,12.05,140.0,145.5399933,AAPL,16/05/2022,16/12/2022,0.023001,34.261,0.849206349,0.04903864,4.800415294664276,0.3266015901462688,0.0009854728760025,19.3489404815338
126,20.75,12.95,140.0,145.5399933,AAPL,16/05/2022,20/01/2023,0.025953,34.733,0.988095238,0.050830695,4.597909807389982,0.3266015901462688,0.0009854728760025,21.76944698267
127,19.6,9.85,140.0,145.5399933,AAPL,17/05/2022,18/11/2022,0.023001,34.738,0.734126984,0.047553794,0.5931386057688428,0.3228708911770958,0.0010748405787733,20.6572705059788
128,21.9,11.15,140.0,145.5399933,AAPL,17/05/2022,20/01/2023,0.025953,33.764,0.984126984,0.050779494,1.6143408038965958,0.3228708911770958,0.0010748405787733,22.646259118225
129,15.25,13.55,140.0,149.2400055,AAPL,18/05/2022,18/11/2022,0.023001,36.396,0.73015873,0.047502592,12.312580541693904,0.32777423308552,0.0011962462444233,16.8550853952492
130,16.21,14.26,140.0,149.2400055,AAPL,18/05/2022,16/12/2022,0.023001,35.8,0.841269841,0.048936237,12.936578560256066,0.32777423308552,0.0011962462444233,17.5651300834748
131,17.4,15.1,140.0,149.2400055,AAPL,18/05/2022,20/01/2023,0.025953,35.415,0.98015873,0.050728292,13.730829536623446,0.32777423308552,0.0011962462444233,18.7175634087301
132,12.75,14.83,140.0,140.8200073,AAPL,19/05/2022,18/11/2022,0.023001,35.471,0.726190476,0.04745139,7.642060129290343,0.3166719526961811,0.0012293340832854,14.4318109743534
133,13.88,15.48,140.0,140.8200073,AAPL,19/05/2022,16/12/2022,0.023001,35.101,0.837301587,0.048885035,8.034726367110949,0.3166719526961811,0.0012293340832854,15.3768987661893
134,15.09,16.15,140.0,140.8200073,AAPL,19/05/2022,20/01/2023,0.025953,34.592,0.976190476,0.05067709,8.637353575872254,0.3166719526961811,0.0012293340832854,16.539128985804
135,13.05,14.75,140.0,137.3500061,AAPL,20/05/2022,18/11/2022,0.023001,35.55,0.722222222,0.047400189,3.761584901921367,0.3165612297857866,0.0012849867654426,14.7052179947195
136,13.4,15.7,140.0,137.3500061,AAPL,20/05/2022,16/12/2022,0.023001,34.945,0.833333333,0.048833833,5.232918244091763,0.3165612297857866,0.0012849867654426,14.9514219611614
137,15.25,15.97,140.0,137.3500061,AAPL,20/05/2022,20/01/2023,0.025953,34.609,0.972222222,0.050625889,4.793920489915678,0.3165612297857866,0.0012849867654426,16.6612046401716
138,16.21,12.15,140.0,143.1100006,AAPL,23/05/2022,18/11/2022,0.023001,35.776,0.71031746,0.047246584,3.670446001053136,0.3257388242804385,0.0011510561557424,17.7072168826786
139,17.2,13.2,140.0,143.1100006,AAPL,23/05/2022,16/12/2022,0.023001,35.23,0.821428571,0.048680229,4.597774986473013,0.3257388242804385,0.0011510561557424,18.2309686179302
140,18.4,13.65,140.0,143.1100006,AAPL,23/05/2022,20/01/2023,0.025953,34.714,0.96031746,0.050472284,4.98389392753532,0.3257388242804385,0.0011510561557424,19.5287729275457
141,15.0,13.34,140.0,143.1100006,AAPL,24/05/2022,18/11/2022,0.023001,36.535,0.706349206,0.047195383,6.040164675431782,0.3295645506256839,0.0012385803220767,16.7939110490476
142,16.0,15.04,140.0,143.1100006,AAPL,24/05/2022,16/12/2022,0.023001,35.874,0.817460317,0.048629027,7.606156712396967,0.3295645506256839,0.0012385803220767,16.9205950373884
143,16.95,15.0,140.0,143.1100006,AAPL,24/05/2022,20/01/2023,0.025953,35.464,0.956349206,0.050421083,7.750645405542173,0.3295645506256839,0.0012385803220767,18.3380253787831
144,14.65,12.84,140.0,140.3600006,AAPL,25/05/2022,18/11/2022,0.023001,35.971,0.702380952,0.047144181,3.1099315184874854,0.3214164235896763,0.0010862806669075,16.3560198383115
145,15.58,13.95,140.0,140.3600006,AAPL,25/05/2022,16/12/2022,0.023001,35.468,0.813492063,0.048577825,4.154585692929999,0.3214164235896763,0.0010862806669075,16.9684156494003
146,16.7,14.85,140.0,140.3600006,AAPL,25/05/2022,20/01/2023,0.025953,34.802,0.952380952,0.050369881,5.067442693486129,0.3214164235896763,0.0010862806669075,18.0551174974173
147,16.55,11.7,140.0,140.5200043,AAPL,26/05/2022,18/11/2022,0.023001,35.894,0.698412698,0.047092979,0.1997503617330664,0.3246115922678611,0.001077196880752,17.9893407956144
