,Unnamed: 0,call,put,strike,Share,symbol,trade date,exercise date,LIBOR Rate,volatility,t,d,t_round,call_min,call_mean,call_max,vol_min,vol_mean,vol_max,vg_call_min,vg_cal_mean,vg_call_max
0,0,36.808,10.95,130,130.05999755859375,AAPL,2022-06-17,2022-11-18,0.023001,0.138,0.6111111111111112,-23.98348324220987,0.0,27.88080163300125,30.25450137588701,34.01083285176861,0.2324192486935806,0.312228753663977,0.4203280545491432,29.5022726741151,31.2388319090081,32.920435929426
1,1,24.2,29.78,130,139.13999938964844,AAPL,2021-10-05,2023-01-20,0.032972,0.29623,1.873015873015873,22.50553929823724,1.0,16.70270979368169,20.76819604887189,25.063853937144746,0.3014220367412401,0.3661637391417369,0.4351769326750427,15.8609769429324,18.5096181312495,21.854499507682
2,2,16.72,33.669,130,116.36000061035156,AAPL,2021-03-08,2023-01-20,0.032972,0.34182,2.7103174603174605,14.422428482593602,2.0,13.543946267426278,16.939940337233114,21.40650865072859,0.2943383584500388,0.345412627946372,0.4126692884488493,13.3412839983168,16.6211694962949,19.5364052807999
3,3,18.0,37.593,130,107.12000274658205,AAPL,2020-09-24,2023-01-20,0.032972,0.38858,3.365079365079365,10.365543351186176,3.0,11.457629483969392,14.486597494318,17.882512200041816,0.2581124332547521,0.3014074015735646,0.3496873674510872,13.8276752518924,16.6130876064979,20.3268323465153
4,4,11.0,35.568,135,130.05999755859375,AAPL,2022-06-17,2022-11-18,0.023001,0.35733,0.6111111111111112,21.512305957759224,0.0,1.2067226488615326,3.2463803612504463,5.569671777218115,0.2223498394536871,0.3117966111779729,0.395539356469499,3.1003307378201,4.14483611757755,5.13128115830237
5,5,21.45,29.324,135,139.13999938964844,AAPL,2021-10-05,2023-01-20,0.032972,0.29156,1.873015873015873,20.09898314087528,1.0,16.03216764601204,20.41648807506802,25.01484148724377,0.2980649727501737,0.3661928814453384,0.4382100541307754,15.4764245226105,18.1627295207695,21.5224580499431
6,6,15.5,33.704,135,116.36000061035156,AAPL,2021-03-08,2023-01-20,0.032972,0.34275,2.7103174603174605,11.10486801614138,2.0,13.28389413101602,17.28574167703355,20.8606914587263,0.2870231980394317,0.345362572014748,0.3974376181960783,13.5931442463897,16.9788857544689,19.9941955914707
7,7,17.2,37.433,135,107.12000274658205,AAPL,2020-09-24,2023-01-20,0.032972,0.39136,3.365079365079365,6.530641066747876,3.0,11.506744283169455,15.095068131825233,18.46941170277416,0.2520011340801757,0.3013710291354304,0.3475142270065857,14.4127475222755,17.3061906578296,21.1650142027709
8,8,8.8,16.15,140,130.05999755859375,AAPL,2022-06-17,2022-11-18,0.023001,0.3472,0.6111111111111112,-0.6359048422716853,0.0,6.516643945581457,9.64008445978298,12.867229217073415,0.2347285266216817,0.312731135659157,0.3925882223693483,9.60223483263716,11.1410576563012,12.563785289239
9,9,18.8,17.3,140,139.13999938964844,AAPL,2021-10-05,2023-01-20,0.032972,0.2880399999999999,1.873015873015873,6.024426983513308,1.0,21.81583258118424,26.77043635335813,31.764004590951156,0.2956594693149397,0.366430602444677,0.4385523431658548,20.9146580403086,23.9965410058025,28.0273126435571
10,10,13.9,36.28,140,116.36000061035156,AAPL,2021-03-08,2023-01-20,0.032972,0.34432,2.7103174603174605,10.708307549689152,2.0,12.404168827866933,16.223104901721698,20.670051807418,0.2897046320949554,0.3454358418431943,0.4099462684077877,12.6213310718787,16.0087692139986,19.0604258133635
11,11,14.05,45.0,140,108.7699966430664,AAPL,2020-11-02,2023-01-20,0.032972,0.36584,3.2103174603174605,13.781730541928084,3.0,8.150024966029871,11.288402133655705,14.3467903340851,0.2581427213143105,0.3069444785164657,0.3531510837525524,10.6047170570757,13.31179096011,16.926360196679
12,12,7.03,18.69,145,130.05999755859375,AAPL,2022-06-17,2022-11-18,0.023001,0.3383899999999999,0.6111111111111112,-1.256115642302575,0.0,4.361576057345076,8.223387254523622,11.715204972393792,0.2126312155158962,0.3125552481011686,0.3997233490907795,8.11827201698721,9.66640206707317,11.0791427924183
13,13,16.65,28.598,145,139.13999938964844,AAPL,2021-10-05,2023-01-20,0.032972,0.28521,1.873015873015873,14.771870826151345,1.0,15.42868890240134,20.0808143184012,24.5230692689552,0.2975748311491768,0.3665457496485599,0.4326926574056451,15.0178791846962,17.7946211925479,21.2171864425295
14,14,12.85,33.729,145,116.36000061035156,AAPL,2021-03-08,2023-01-20,0.032972,0.34391,2.7103174603174605,4.634747083236903,2.0,13.886173033695115,17.901925538945267,21.78459263126012,0.2900431786768963,0.3452585113436153,0.3985169407198198,14.0326036625918,17.6234855131678,20.8347222179274
15,15,14.05,37.453,145,107.12000274658205,AAPL,2020-09-24,2023-01-20,0.032972,0.39137,3.365079365079365,0.750836497871262,3.0,11.830395047428318,15.456249028064224,19.69760966703234,0.2543991677628623,0.3017356264936614,0.3566200484571162,14.70469226175,17.797538107048,21.9085036672726
16,16,5.4,23.65,150,130.05999755859375,AAPL,2022-06-17,2022-11-18,0.023001,0.33125,0.6111111111111112,0.403673557666508,0.0,3.555887063234618,6.204121528245815,9.491145383420928,0.2375202656768198,0.3125412374917367,0.3995060555248194,6.03185535106798,7.49464610900532,8.82786714870427
17,17,14.5,22.8,150,139.13999938964844,AAPL,2021-10-05,2023-01-20,0.032972,0.28314,1.873015873015873,6.423314668789374,1.0,18.095644223371742,22.978531606076995,28.42129367745768,0.2987493202133118,0.3668553704260933,0.4434244474320508,17.4081274256216,20.4067988401567,24.1641967264229
18,18,11.55,43.6,150,116.36000061035156,AAPL,2021-03-08,2023-01-20,0.032972,0.3457099999999999,2.7103174603174605,11.233186616784678,2.0,9.509216033941062,13.738610290395144,17.351207727133126,0.2814806072507299,0.3453326337435079,0.3985244955316963,10.3939536834636,13.700746799441,16.7612558457251
19,19,13.33,53.0,150,107.12000274658205,AAPL,2020-09-24,2023-01-20,0.032972,0.38835,3.365079365079365,12.542934213432943,3.0,6.820668587695703,9.615286748943978,13.07381558470459,0.2570032414993762,0.301617437083957,0.3541866880385399,8.88800499130531,11.7605793838206,15.5986990024327
20,20,26.208,26.213,155,160.41000366210938,JNJ,2022-10-11,2022-11-18,0.023001,0.1085,0.1507936507936507,5.951675165200612,0.0,3.200752352078041,3.896612844981458,4.899945723390189,0.1348055576349122,0.1640705532681432,0.2062753985256323,4.16302383642062,4.91684862843026,5.59499242132195
21,21,21.141,21.793,155,155.92999267578125,JNJ,2021-11-30,2023-01-20,0.032963,0.1369999999999999,1.6507936507936507,9.790963404326844,1.0,12.315010195063875,16.0583732657392,20.43551014054312,0.1702432773536448,0.2208025243986641,0.2801884255908737,12.9394110745331,14.8084237626981,18.6902496502326
22,22,23.952,22.527,155,153.07000732421875,JNJ,2021-03-04,2023-01-20,0.032972,0.1685,2.7261904761904763,9.969800126843268,2.0,16.250513170089093,20.781564322512484,27.70167649831445,0.1678066865201982,0.2170305342058758,0.2928640962171415,18.6095450800568,20.6873492347569,23.3515493014961
23,23,22.519,22.426,155,137.19000244140625,JNJ,2020-10-29,2023-01-20,0.032972,0.1002,3.2261904761904763,-2.261694748539867,3.0,15.512663770391065,19.333499811807854,25.37250615318935,0.1570398657856337,0.195988923801842,0.2580188170814753,19.3938668093387,21.5019839551801,24.3504813710084
24,24,24.518,24.65,160,160.41000366210938,JNJ,2022-10-11,2022-11-18,0.023001,0.071,0.1507936507936507,1.0959871491713216,0.0,3.1255803280179606,3.9567556243201913,4.718861802925019,0.1301530820896233,0.164033441914195,0.1951029358569644,4.23406405978739,5.00967687562933,5.70970046807952
