,Unnamed: 0,call,put,strike,Share,symbol,trade date,exercise date,LIBOR Rate,volatility,t,d,t_round,call_min,call_mean,call_max,vol_min,vol_mean,vol_max,new_libor,vg_implied_sigma,vg_implied_nu,vg_predicted_call,vg_call_min,vg_cal_mean,vg_call_max,vg_hist_sigma,vg_hist_nu
26,26,14.05,22.224,160,153.07000732421875,JNJ,2021-03-04,2023-01-20,0.032972,0.22673,2.7261904761904763,14.998632152734388,2.0,11.94588022050418,16.2018382190082,21.52330287440357,0.1698217876586255,0.2169290194305639,0.2758961232515461,0.0450066666666667,0.1724063962703463,0.18390968971770066,14.05,16.1106404821716,18.1352980561704,20.8093827558464,0.2163290051329722,0.002473440837902313
27,27,8.6,22.189,160,137.19000244140625,JNJ,2020-10-29,2023-01-20,0.032972,0.22448,3.2261904761904763,6.924863406623189,3.0,9.576593769334806,12.90920790277305,17.56272795803759,0.1592997384476938,0.1956658735680891,0.2459481971197404,0.0440809523809524,0.12962715725383955,0.1934161872769245,8.59999999999307,14.964400188611,16.8558561220566,19.640933416822,0.21182845817013607,0.0025356506869541277
28,28,23.05,23.242,165,160.41000366210938,JNJ,2022-10-11,2022-11-18,0.023001,0.0421999999999999,0.1507936507936507,-3.826700866858033,0.0,3.299021679734807,4.054207542510796,4.934082965614053,0.1342571122779454,0.1641156770492415,0.1989083076318543,0.0358646,0.9239855896417063,0.026582444787042494,23.0499999999393,4.48942861990965,5.29289760680509,6.01330681020929,0.20549459574776469,0.0024094945584625872
29,29,9.49,20.752,165,155.92999267578125,JNJ,2021-11-30,2023-01-20,0.032963,0.20831,1.6507936507936507,10.930574419071718,1.0,8.236768757147686,11.78477551108845,16.463385389457905,0.1716145255227619,0.2203906055304089,0.2839477325797009,0.0480203904761905,0.17090231358468233,0.18424393031451497,9.48999999231127,10.3981889537136,12.0648858074053,15.6172346639177,0.2103944051739549,0.0027568131131775636
30,30,12.7,22.309,165,153.07000732421875,JNJ,2021-03-04,2023-01-20,0.032972,0.22852,2.7261904761904763,11.86346417862552,2.0,11.425013004433076,16.096334656758543,21.653279606434587,0.1660737922422725,0.2166949039354647,0.2768559399671302,0.0450066666666667,0.15963348779894426,0.18674811382245687,12.6999999817932,16.0252355320976,18.1080483972317,20.8652327327147,0.2163290051329722,0.002473440837902313
31,31,8.0,22.653,165,138.36000061035156,JNJ,2020-10-28,2023-01-20,0.032972,0.22191,3.2301587301587302,4.682828708498874,3.0,9.260401137329438,12.998053233587148,18.717515502879746,0.1554352619727645,0.1953002326877418,0.2555083109569688,0.044074126984127,0.12322233844244879,0.19483948034612247,7.99999999999984,14.5819073488058,17.0369469184086,19.2974264729403,0.21171774938781374,0.0025543493019991276
32,32,21.717,22.055,170,160.41000366210938,JNJ,2022-10-11,2022-11-18,0.023001,0.0209,0.1507936507936507,-8.663388882887318,0.0,3.1211198098036874,4.106869765151525,4.980684016377836,0.1262646001343396,0.1641246028644849,0.1976845834144538,0.0358646,0.8580113787189145,0.0453052291880237,21.7169999998799,4.5549303949976,5.3800204369724,6.1223511557681,0.20549459574776469,0.0024094945584625872
33,33,7.76,20.478,170,155.92999267578125,JNJ,2021-11-30,2023-01-20,0.032963,0.20822,1.6507936507936507,7.65137992644415,1.0,7.896615653778788,11.687530490498032,16.01560575442663,0.1696491408305887,0.2209277781221343,0.2785703992932308,0.0480203904761905,0.1503021414313599,0.18882174634858673,7.75999999994561,10.2436178555299,11.9285286134128,15.5076196254359,0.2103944051739549,0.0027568131131775636
34,34,10.92,21.699,170,153.07000732421875,JNJ,2021-03-04,2023-01-20,0.032972,0.22974,2.7261904761904763,8.463296204516666,2.0,11.80099798410734,16.168274874400915,21.53422811769968,0.1706206077624732,0.2168708251461128,0.273574179106445,0.0450066666666667,0.14138035426405227,0.1908043657190995,10.9199999993625,16.0771359428684,18.218903792731,21.0583425162174,0.2163290051329722,0.002473440837902313
35,35,6.3,21.535,170,137.19000244140625,JNJ,2020-10-29,2023-01-20,0.032972,0.2230099999999999,3.2261904761904763,-0.4200202830507749,3.0,9.599350669366167,13.3527538372561,19.918950435063493,0.1567073710685667,0.1956258061229444,0.2628009101559671,0.0440809523809524,0.10350635555794913,0.1992208098760113,6.29999999897539,15.4527594464958,17.50886544428,20.4585792671001,0.21182845817013607,0.0025356506869541277
36,36,0.91,20.82,175,160.41000366210938,JNJ,2022-10-11,2022-11-18,0.023001,0.20902,0.1507936507936507,5.925923101083356,0.0,0.0311105051612043,0.1152637438791018,0.2708386774849316,0.1362631474438265,0.1643234690581608,0.1937073304389584,0.0358646,0.22970352374027594,0.2578176300804477,0.909999999999991,0.189348482166763,0.39775860219292,0.665003661625262,0.20549459574776469,0.0024094945584625872
37,37,20.125,20.39,175,155.92999267578125,JNJ,2021-11-30,2023-01-20,0.032963,0.06,1.6507936507936507,-9.536814566183438,1.0,13.861250424813504,18.38766613733366,24.01530972482867,0.166720723289817,0.2207748922132849,0.2883284113349773,0.0480203904761905,0.2198956299285642,0.17335652668254134,20.1249999999997,16.4711929370114,18.7907538365789,23.3612641136291,0.2103944051739549,0.0027568131131775636
38,38,23.384,22.233,175,153.07000732421875,JNJ,2021-03-04,2023-01-20,0.032972,0.0994999999999999,2.7261904761904763,-8.036871769592267,2.0,17.71010894971846,23.15020214283268,30.398054643810937,0.1641753699617762,0.2165687922594898,0.2869671974261597,0.0450066666666667,0.19515167438954142,0.1788551834689909,23.384,22.7983733641435,25.1708502366115,28.1917343000217,0.2163290051329722,0.002473440837902313
39,39,21.315,21.215,175,144.32000732421875,JNJ,2020-10-19,2023-01-20,0.032972,0.07,3.265873015873016,-12.914725603554814,3.0,16.61631154432581,21.797428577979552,28.18207798210717,0.1482808308601146,0.194810337346849,0.2525948190196503,0.0440126984126984,0.1664762181548667,0.18522750707669633,21.315,24.0123155439189,26.6562629918835,30.5842531339606,0.21131527498845584,0.0025374021885116687
