,mu,sigma,nu
0,-0.1167348224235124,0.21818659747481658,0.0034791803068285037
1,-0.21316728183264455,0.20352742279680086,0.0032453308417007
2,0.09620928546148588,0.2096008877576106,0.002928842549224954
3,0.20496664270790269,0.20224303919553252,0.0024817508573388254
4,-0.023541408520283524,0.20545943638998818,0.002527063518565738
5,0.16090806868786103,0.20708134522721688,0.002346813083966389
6,-0.004275784001553463,0.21668123852206153,0.002644203200000569
7,0.05081432130096711,0.22230619881442093,0.002754056955548837
8,-0.16175296883328907,0.2142359190901657,0.003059710603436824
9,0.07377930575546901,0.2118969865678673,0.0024959874236822116
10,-0.05025537725652841,0.21256103057575468,0.0021450840172641014
11,0.0505925017381222,0.21375093001715884,0.0028987104813127545
12,-0.09816517707037513,0.22623434734498268,0.0027499399015258512
13,0.24353395505813802,0.21414332974121297,0.0018319930193475837
14,-0.2060778182379877,0.21428763599135323,0.002599184653554028
15,0.11144342143407306,0.19797320760471335,0.00235631092638273
16,-0.23362173405381575,0.21546450452316251,0.001948631036126487
17,-0.049028564614824334,0.22545813181427046,0.0025608753074496736
18,0.12858290428969066,0.22522659809199325,0.002590533411257053
19,0.17542115175376052,0.21942908386235532,0.0024470068337726293
20,0.07707425680513835,0.22028558089556088,0.002896156225909
21,-0.10688339809326107,0.21763223714711336,0.002008174231970847
22,-0.05769589950593827,0.21251504325168516,0.0028765724780766572
23,-0.2489614860935827,0.19530765263657351,0.0026311399818980956
24,0.11188438275554705,0.19895880586369824,0.0024028425305155166
25,-0.12374473379132257,0.22382350512721272,0.0023334154593116214
26,-0.0323866046046328,0.19809128632740647,0.0024550273682541267
27,-0.158918606580704,0.22708364330399444,0.0027203366726661613
28,0.155928667835631,0.21030871340828994,0.002432882330398853
29,-9.780774425031037e-05,0.20997537421983928,0.0024157427377366728
30,-0.06190802259472599,0.19994981406140658,0.002335068800911636
31,0.021272461522471572,0.20581852468642536,0.0025274674890159183
32,0.08367880251422302,0.1855560868503052,0.001694728863079868
33,0.285284219648808,0.22639892394072147,0.003354230106370506
34,-0.02895462864664596,0.21612876691683477,0.002664749491919501
35,0.07243789578477527,0.1981300436992409,0.0023974924675908157
36,0.055561168958129195,0.2130477068695259,0.0022736809686093626
37,-0.006890721365394442,0.21802340782544447,0.0023248596318713047
38,-0.040150313182092924,0.19298981634405013,0.0019586603300223997
39,0.02313716673648442,0.2151188352281141,0.002665846599479504
40,-0.20413648732734127,0.20704617614570653,0.0026789591207448124
41,-0.09100194035134936,0.21702852795647012,0.0026318644658228996
42,-0.1897170055099367,0.22505226327844557,0.002312778584866897
43,-0.03607174171944338,0.21426290075535906,0.002361518589769458
44,-0.04772210059032577,0.22186370717345455,0.0021122974213296556
45,-0.1314953680674828,0.2125707873293807,0.0028410969680992596
46,0.025513069860993054,0.22588515937140277,0.003275683502341568
47,-0.07861258392013307,0.20555177512444942,0.002370067753055261
48,0.10661325433372375,0.22100176679523317,0.0023824964849550154
49,0.04882466830392286,0.22299723614253575,0.002644204084288157
50,0.014116954557416597,0.20258670773355744,0.0022950816779600115
51,0.15447735800470275,0.22135678231843436,0.0029768675878115076
52,0.3351986169418464,0.2239369688851817,0.0029619649487670364
53,-0.20610754243669227,0.19731673741136027,0.002694351722348963
54,-0.13317325855890358,0.2057452577185752,0.0019506301700077354
55,0.006552302923715539,0.19712050340670584,0.0021393392379573358
56,0.12106111843375081,0.2005800323989809,0.0016620556136234634
57,0.23988217585912097,0.1994990517466244,0.0018677302031824008
58,0.14073608530857637,0.20881834851108416,0.0020642605592223065
59,-0.11762109187654611,0.21409082284588937,0.002868312839682326
60,0.005149316732473455,0.20838815839401448,0.0022745480004754456
61,0.16673831951786297,0.20232905255717315,0.0021734492439816505
62,0.17152884951388764,0.20081767324826696,0.002540247920809737
63,0.16415121295905905,0.20977484243669067,0.002132039316734048
64,-0.09158172713634277,0.19421376313117733,0.0023322074839029414
65,0.025404598321895053,0.22541618691928358,0.0025205950784730406
66,0.13078769476707536,0.19961886433777207,0.0016223565350856738
67,-0.0629094364402368,0.20598014906051595,0.002394938052027979
68,-0.1312672277329276,0.22603344369889491,0.003587964381479031
69,-0.18365989810575933,0.21189007018568723,0.0026716233369604527
70,0.5022271056223065,0.20442423644401375,0.0012610304725272227
71,0.24588707245001692,0.19853755608023116,0.002684159764272512
72,5.471519235284821e-06,0.2302919911977076,0.0023854570117228385
73,0.26031186304761295,0.2134144671290206,0.0029256286338273036
74,-0.1435678415146038,0.22012597274298903,0.0032615063221831534
75,-0.12328150226304505,0.20891725696781163,0.002779032643797876
76,-0.1735927491620007,0.21221476310062204,0.002477921458812469
77,0.052431198521676145,0.22945681943433174,0.0031226512131026485
78,-0.104204204566388,0.1977581854670551,0.0026605298849902387
79,0.02717899224159797,0.21051177852915362,0.0026109107104802143
80,-0.2213124163493236,0.21454044627414523,0.002511663687482141
81,0.2732206585895978,0.19472485332312056,0.0018720095111660567
82,0.024584977745330507,0.2019304649906094,0.002040495735986179
83,0.0474968913756291,0.20756783645134816,0.0023464547768951402
84,-0.109192761497075,0.20672269812165053,0.002662427818119193
85,-0.015123149490530572,0.21107113591244062,0.002257998540354193
86,0.051778882077766444,0.2265976834058737,0.0028661299420900395
87,-0.13427932426077507,0.21230045580651916,0.0028184020654032907
88,0.13191550317053669,0.21021644965711553,0.002395682977853341
89,0.05404892538444102,0.24093659916735105,0.003187495808378853
90,-0.31533081174640026,0.2196690573296233,0.0027964017685922276
91,0.22618433744704391,0.21079784703912535,0.001967817698594388
92,-0.08576111846925427,0.2088525704166956,0.002308254062096472
93,-0.015070870764876588,0.19494571769535812,0.0018867516658000146
94,-0.05886368520608841,0.20696029574527836,0.002749039864641831
95,-0.20955017642175505,0.22059165413651374,0.0025670189338823693
96,0.19355108279296918,0.1988286949454061,0.0018990877662937208
97,0.13426084748214853,0.19802564178409693,0.0019891077449892274
98,-0.07675714930981606,0.20389324554094915,0.0023230377389948094
99,0.3853414068711076,0.20848900765742073,0.0022756594531662747
100,-0.10201161352752687,0.20854391848881149,0.0024395338066310205
101,0.2783563949929638,0.19389361296810478,0.0022018770160271988
102,-0.05654931008667192,0.2087052876553498,0.0019797433796226597
103,0.007366352601079907,0.2004741955083649,0.00227013106096691
104,-0.027345952766307823,0.2098883771135089,0.0023802049279278014
105,-0.2928612523153471,0.2149354947854624,0.0028763047940902706
106,0.1300143016314911,0.19615965451904993,0.0023130399621808908
107,-0.33854738206181595,0.21216898251997648,0.0030431625196860193
108,-0.13079644582040506,0.2281075122464937,0.0028697907799291136
109,-0.061607013780782725,0.2127425798000572,0.0028562115198677617
110,0.04960068398614211,0.21677024323409094,0.003240809164032264
111,0.0873063188429983,0.2193752371818435,0.0025676252607217827
112,-0.06940286912632779,0.19322509082859443,0.002304229541587752
113,0.008152027548750987,0.20246014636781384,0.0023771915582839085
114,0.24980556462057577,0.2027208680390375,0.002149041440661317
115,0.14829009390009523,0.21580234461203857,0.002865708231059169
116,0.15907747541134531,0.2238964942839207,0.0024407402518824453
117,0.09913843362171856,0.2231433967469378,0.0027202766635591644
118,0.050915218504470165,0.22756320720713225,0.0030251636292242968
119,0.03828924570175478,0.21971967470146003,0.002541409887672038
120,-0.14335229310555572,0.2080245510339567,0.0029080529411013817
121,0.13697979096041482,0.21925540780515226,0.002144141452250035
122,-0.06127890572582493,0.19493778968323613,0.002827414139470406
123,0.10311965065430749,0.21537114283837033,0.002039408013505799
124,-0.1399429450383989,0.22381270231464664,0.0037352054537492514
125,-0.07001149180106296,0.21476586328474825,0.0024158806497730848
126,0.12942439517244034,0.20584758529028066,0.002627142109169359
127,0.10814642920201432,0.22965965783049436,0.00209500914519661
128,0.07243404517328882,0.2114997149113199,0.0020819072319837525
129,0.007833871371338057,0.20072132960208056,0.0021738629421578625
130,-0.1854108844061823,0.19869765440851886,0.002168645679031168
131,0.12214108349599075,0.21300156376976956,0.002616903035631306
132,0.13195047827346365,0.21060506234381632,0.0027058207337407425
133,0.2565549990999928,0.23020529557050365,0.0031202873535079896
134,-0.15876777818441049,0.22220396284669605,0.0034461144359096215
135,-0.1308621904209138,0.21797438418614565,0.0026914636934957784
136,0.10652308408994336,0.20843223339148695,0.0026652924722259603
137,0.14144127513766436,0.22336558883501773,0.0024849656468762657
138,-0.0066638493219004094,0.20517583274527237,0.002620018480224656
139,0.15523591040730234,0.2060467150242995,0.0025067304267292526
140,0.04255080724940986,0.20697594735092797,0.0022269533744503833
141,-0.059894473928615105,0.2019150098994906,0.0027195301417939784
142,0.04915893841873069,0.20592049658408132,0.002442256002555566
143,-0.10092578648197077,0.21450992193613838,0.0024962235948658056
144,0.25742110703346244,0.21480915163879008,0.0027272210364741064
145,0.2575826513929978,0.198520581625847,0.002348004334458959
146,-0.0758088148126885,0.19853755855909003,0.002369733945664929
147,0.041055440263236154,0.21825851978071573,0.002518939893384834
148,-0.22452489698199474,0.19726802121694575,0.0023391197410182756
149,-0.07240228503569428,0.20641166736997524,0.0021644486340772536
150,0.048571459843718544,0.21197262909235973,0.0028545545958324585
151,-0.2007387759925705,0.2228678613030487,0.0034229365063874386
152,-0.1175736854541263,0.21431045682970312,0.002868445825746695
153,0.15488114822634502,0.2231696655894856,0.002819302257025557
154,0.2744633072616987,0.21005400844947936,0.002240545359269458
155,-0.10206267655795236,0.20829959490725183,0.0030392287698941776
156,-0.2591999911708247,0.21628749575954276,0.003097611640573863
157,0.3229566092785005,0.19517193196816618,0.001801509859440884
158,0.20525477653345428,0.1949897414525194,0.002422925992412618
159,0.12064843263118429,0.20930715306493458,0.0020791194090821774
160,-0.05404805094963193,0.19372992004451742,0.0017505484737483968
161,-0.30497135413417675,0.22673564428870838,0.003646264191525288
162,-0.23611217113417068,0.2019106112169293,0.0019831706659674884
163,0.12068738054232866,0.20656298943390308,0.0021741193594965623
164,-0.05233248277420195,0.20549185494446867,0.002141998485573886
165,-0.06292485633310102,0.21451587877711678,0.0024716773472120176
166,-0.2732417881839203,0.20093053292239285,0.0021507441941727022
167,-0.1737785666080515,0.20685081114794648,0.0020833287458685693
168,0.050676801934938884,0.21413328052926284,0.002175509081626086
169,0.025452208079339324,0.2256276697598496,0.0027708852254769395
170,-0.31191379802438807,0.2279676900649407,0.0033819366193462703
171,0.10704927445852433,0.20830399764093668,0.0027916230048153586
172,0.2858301530449331,0.20658846728724603,0.002113323482438717
173,0.053769411587453804,0.23977688794732005,0.0035379801732734317
174,0.10524352763358093,0.2213226828033696,0.0023881747863981695
175,-0.012667192037986788,0.194143604202339,0.002194403830539313
176,0.04871983075678247,0.20376202146912523,0.0024286712207086942
177,0.04993955334870155,0.21067463201445416,0.003273375787727465
178,-0.13226327676796149,0.20892560391302814,0.003192896792260364
179,0.04552095929142582,0.20440795795570008,0.0037079571176986056
180,0.1275662693662787,0.20115087830189055,0.002028587291217948
181,-0.15717231332230944,0.22924624971632263,0.002664095618498057
182,-0.14083515169306182,0.23220786569341478,0.0029732811809321455
183,-0.10943106920725797,0.20437223105351646,0.0025873304309969587
184,0.018839665069384875,0.20231446776759374,0.002423454960543923
185,0.2636430557260067,0.2139716855879986,0.002266739079629268
186,-0.14128504927915472,0.2177353177264832,0.0027713227161560937
187,-0.31133944303802147,0.1966570022254872,0.002865332129011427
188,0.05476300303137044,0.23280979585740075,0.0026389279956489354
189,0.15762095136359633,0.23512386680586048,0.002926426557215118
190,-0.1258577917277508,0.1913172826343413,0.0023105176897548828
191,0.1326007972564958,0.21017288339536602,0.0025608522346749463
192,0.13081597033894005,0.21205957785890833,0.002490542664129805
193,-0.1634065370175013,0.20451459284503634,0.0026699690433653204
194,0.05181304210004178,0.21501029133075375,0.0023542730223023315
195,-0.05588554375144936,0.1972130807183199,0.0015784600972702477
196,-0.13295167713345935,0.2184559045818354,0.0030822318578794614
197,-0.022033950652474182,0.2228917409878386,0.0023439341501551667
198,-0.10331752261937105,0.20905742640877015,0.002814325432889795
199,0.05442075686866051,0.2424749201934859,0.0031345463081843537
200,0.13158834157499819,0.20887820515960154,0.002826573687474885
201,0.0452384919643819,0.1913916484736043,0.002246087046086172
202,0.08843764600374537,0.20821303060558577,0.0025586403243879107
203,-0.2557466850630153,0.23170317080862415,0.003308500767465656
204,0.2001717813193313,0.20309001375534275,0.0019370374707111584
205,-0.12023354074142752,0.21920267045657615,0.0026442610608051085
206,0.04615895695665829,0.2225779207617779,0.0022734373694214337
207,-0.10641464761488804,0.20994683107389878,0.002398288653235823
208,0.13737820755524144,0.23496615955971756,0.003314379572046415
209,-0.1433795348792502,0.20789367642223683,0.0028754186134124964
210,0.2585066087242597,0.23852405010237698,0.0028468808525424776
211,0.04858212359890319,0.21202279340649674,0.0029745401263431455
212,-0.16069650356731202,0.21334122092826743,0.0027204854248489563
213,0.13613019781125543,0.20646205663943865,0.0024241784135798526
214,0.04944722181270887,0.22278986948939583,0.0028935355907560192
215,-0.1404264099445329,0.22164459071857828,0.002751351211735317
216,0.16499702328435822,0.19702086533347057,0.0021465911280758357
217,-0.030344934652293647,0.20960139786134094,0.002736532620484966
218,-0.12395309982514519,0.2132824904066082,0.0030450887786549813
219,0.2686689629975284,0.20543720427138434,0.0024749690879820436
220,0.047465360339016285,0.1985870327395968,0.0029038954820087026
221,0.23428246579713005,0.21735669603346475,0.002721680774771932
222,-0.1458181420940868,0.20965573053655182,0.0031274077229181646
223,0.1785694634864801,0.1946291756046441,0.0021931184319438648
224,0.09604930546163612,0.20884125038450085,0.0029635324758124438
225,-0.04196322150833426,0.20266623705311038,0.0024984178133154356
226,0.049544993356126,0.22145272464987184,0.0028881023265225946
227,-0.11133103222120236,0.1982760502812736,0.0021115883159106195
228,0.04371815011743127,0.2073735711366828,0.002334915462287305
229,0.11801864642067063,0.19943371487131276,0.002370394337629163
230,0.23474249486923585,0.21946261186562255,0.0032641734676521214
231,0.15392076782583106,0.2151471953795501,0.0020471547359445993
232,0.13199171032002954,0.2179681570284898,0.0033910544877533435
233,-0.03055385186237851,0.20418613518287315,0.002240137476941122
234,-0.06342932349508083,0.2034167339012276,0.00255631166848
235,0.04452599069190798,0.19750370722189967,0.0027968049310380205
236,0.05075760160221137,0.21046158429773654,0.002673098779046834
237,0.3963833104849807,0.21117188487802696,0.002513073285775996
238,-0.026524784572451464,0.19326151579959305,0.0020382679168531705
239,0.1832576753282937,0.20437231274672932,0.0018714000457867024
240,-0.13445503111561777,0.21146595082663425,0.002629515772153212
241,-0.103307696507702,0.20908040616628884,0.002622280158959845
242,0.02206785759723068,0.21418011284560937,0.002683785269210805
243,-0.3330061301728775,0.23684763226261962,0.0031324146603798533
244,-0.19583979271696306,0.1909944398541241,0.002196381219020395
245,0.14065922781849322,0.20265543972889216,0.0021678714966426654
246,0.040203269051736434,0.19084677451532356,0.0020888196896329844
247,-0.07930981006780664,0.20994867919662277,0.002291580353635892
248,-0.12070874481085359,0.1986793934079105,0.0021414999175583473
249,0.097940658429111,0.20523386773921873,0.002231248938706297
